decanoic acid_Concentration (mM),decanoate_Concentration (mM),decylamine_Concentration (mM),decyl trimethylamine_Concentration (mM),decylsulfate_Concentration (mM),decanol_Concentration (mM),monocaprin_Concentration (mM),num_vesicles
0.36464311358790924,0.408792898200839,0.3987761199573678,0.2468600779315258,0.0760346862759976,0.2851789422336624,0.6151856390902335,0
0.32570013963930183,0.36810932156439546,0.4252677354043441,0.20701416938432612,0.09440067542148431,0.34536118403845895,0.5933268452777344,0
0.3074846997479606,0.40212620684264977,0.4285303810391605,0.19474407679251177,0.08709470685093376,0.34536118403845895,0.6232610530957788,0
0.30010459245033805,0.3987761199573678,0.4382549309311553,0.22713557258374723,0.05164323315183845,0.3238934544143528,0.6151856390902335,0
0.3074846997479606,0.40212620684264977,0.408792898200839,0.22314355131420976,0.10526051065749295,0.3767226392425104,0.5709795465857378,0
0.27002713721306015,0.3886579897917831,0.43178241642553783,0.26620304077465673,0.07045846364856141,0.3184537311185346,0.6418538861723948,0
0.30010459245033805,0.3435897043900769,0.4855078157817008,0.25851069515150105,0.09075436326846414,0.3074846997479606,0.6205764877251099,1
0.2963940130538024,0.412109650826833,0.40212620684264977,0.19474407679251177,0.11422114409002286,0.2908021997880246,0.6471032420585385,1
0.30010459245033805,0.3987761199573678,0.5007752879124893,0.2110709700799405,0.09075436326846414,0.3238934544143528,0.5850050219402422,0
0.32208349916911333,0.3987761199573678,0.4668737362368079,0.24294617861038947,0.07788653865707122,0.3293037471426004,0.5481214085096876,0
0.3038014543316642,0.35417181372061385,0.4762341789963716,0.23507212217948356,0.12575120530556033,0.3293037471426004,0.5822156198526637,0
0.3400373027857091,0.4054651081081644,0.4382549309311553,0.2468600779315258,0.044973365642731154,0.3019547317384995,0.5681506903852601,0
0.2776317365982795,0.4252677354043441,0.40212620684264977,0.2151113796169455,0.11778303565638346,0.3767226392425104,0.5822156198526637,0
