decanoic acid_Concentration (mM),decanoate_Concentration (mM),decylamine_Concentration (mM),decyl trimethylamine_Concentration (mM),decylsulfate_Concentration (mM),decanol_Concentration (mM),monocaprin_Concentration (mM),num_vesicles
0.6151856390902335,0.9555114450274363,1.2311014717141886,1.552867560945706,1.6770965609079151,0.4414755456311975,0.5794184152316024,22
1.4872702784598928,0.6444820085786643,0.175632568643158,1.0560526742493137,1.2163953243244932,0.2078268472023164,0.1070590722934077,9
1.1631508098056809,0.7055697005585024,1.2947271675944,1.7875840978175743,1.6582280766035324,0.1591382213382973,0.2029408439966903,6
1.5314763709643886,1.7875840978175743,0.3818552424690306,0.0713899960866729,1.4759065198095778,0.589174590176967,0.1133286853070031,2
1.170932950247736,1.4410192608091372,1.6770965609079151,0.8858315243894466,1.01160091167848,0.7502361475440724,0.300104592450338,36
0.3681093215643954,1.6094379124341005,1.4644121403838426,1.7182923173461826,1.5943242746240522,0.6299411046561527,0.1587116911548208,40
1.6910178994265233,1.7621589994517644,1.4586150226995167,1.0296194171811583,0.6015799870344548,0.4317824164255378,0.6124792774924905,22
1.589235205116581,1.589235205116581,0.5596157879354227,1.7448425494403033,1.727220948090484,0.2600539053343068,0.2350721221794835,39
0.598836501088704,0.2700271372130601,0.4510756193602167,0.0815799869924228,1.5422291627406504,0.8120407105003559,0.418710334858185,9
0.3435897043900769,1.3673663512343717,0.6652619770704096,1.2311014717141886,1.7791806870211948,0.1279533643104607,0.3184537311185346,30
0.6392188385343897,0.5624688569178291,1.634130525024472,0.494696241836107,1.0986122886681098,0.7214916535690878,0.5423242908253617,8
1.547562508716013,1.552867560945706,0.9062403960206536,1.7833912195575383,0.8219800524029137,0.3818552424690306,0.6678293725756554,40
0.9555114450274363,1.599387576580599,0.965080896043587,0.2070141693843261,1.0732944806838198,0.412109650826833,0.5822156198526637,26
1.33500106673234,1.5314763709643886,1.4350845252893227,1.1786549963416462,1.604425370610556,0.3767226392425104,0.4414755456311975,36
0.1705863005755337,1.7227665977411035,1.1069110914828049,1.273965176145971,1.3545456628053103,0.5291565804507141,0.3435897043900769,31
1.7448425494403033,0.7770286645406475,0.0344014267173324,1.4816045409242156,1.7001922757025645,0.8950670954225284,0.1336563848126735,35
1.599387576580599,1.770706060030223,1.7316555451583495,0.174793290373163,1.599387576580599,0.8733832308628786,0.2851789422336624,18
0.7055697005585024,1.273965176145971,1.5422291627406504,1.4816045409242156,0.0468835858988504,0.8544153281560676,0.5452270504833231,0
1.7227665977411035,1.0560526742493137,1.5789787049493915,0.5276827408324135,1.3673663512343717,0.0778865386570712,0.0980337402713654,30
0.3148107398400335,0.0989399478549035,1.1786549963416462,0.9162907318741552,1.3480731482996928,0.8950670954225284,0.2851789422336624,12
1.155307632344655,0.8219800524029137,1.4759065198095778,0.009950330853168,1.536867219599265,0.6219196712715775,0.3646431135879092,8
1.01160091167848,0.4605844073292439,1.1863178690872151,1.5633939739326936,1.259880436264232,0.0353671438372913,0.3293037471426004,14
0.7770286645406475,1.3673663512343717,1.5633939739326936,1.2383742310432684,0.9262410627273232,0.1856493468866293,0.2070141693843261,22
1.4644121403838426,1.4644121403838426,1.5789787049493915,1.0986122886681098,1.552867560945706,0.8950670954225284,0.4478858239921165,36
1.404870746692826,1.1863178690872151,0.1906203596086497,1.727220948090484,0.2029408439966903,0.8512187351304402,0.1484200051182732,7
1.0296194171811583,1.749199854809259,0.98394938034797,1.404870746692826,1.653454797850875,0.6219196712715775,0.5538851132264376,26
1.1631508098056809,1.6629786793621302,1.4170660197866445,1.7316555451583495,1.3800247481062953,0.5113254988076417,0.3364722366212129,26
0.7770286645406475,1.2669476034873244,0.494696241836107,0.832909122935104,1.1069110914828049,0.0875528970078614,0.5128236264286637,16
0.1310282624064041,1.498506351726819,0.9062403960206536,1.6389967146756448,1.4759065198095778,0.7141745477520209,0.3506568716131693,32
1.404870746692826,1.7227665977411035,1.634130525024472,1.1474024528375415,1.2455944790167557,0.904218150639886,0.3818552424690306,38
1.3415584672784993,1.3862943611198906,1.4527841023887236,1.5789787049493915,1.5738107347909494,0.5850050219402422,0.2468600779315258,30
1.4586150226995167,0.5877866649021191,1.155307632344655,0.1823215567939546,0.4414755456311975,0.3559246625480282,0.2662030407746567,14
1.4701758451005928,1.0560526742493137,0.2468600779315258,0.6497176226326093,1.604425370610556,0.4071303874272255,0.3471295310952009,18
0.9555114450274363,1.3987168811184478,1.7227665977411035,1.536867219599265,0.412109650826833,0.7178397931503169,0.311154428636923,6
1.749199854809259,0.4510756193602167,1.1631508098056809,0.4510756193602167,1.7833912195575383,0.2390169004704999,0.5187937934151676,22
1.3800247481062953,0.8109302162163288,1.3480731482996928,1.3415584672784993,1.749199854809259,0.4977403842173352,0.412109650826833,41
0.965080896043587,1.308332819650179,0.8960880245566356,0.5481214085096876,1.6094379124341005,0.2235434713355366,0.3148107398400335,14
1.423108334242607,0.2070141693843261,1.6243265249278511,0.8109302162163288,0.6178846960593984,0.1345308929576061,0.1106465200870635,5
1.552867560945706,0.5510074133988225,1.2163953243244932,0.3184537311185346,1.6193882432872684,0.3346849260471172,0.4446858212614457,28
0.5681506903852601,0.965080896043587,0.9555114450274363,1.6770965609079151,1.536867219599265,0.2425539448340331,0.494696241836107,4
1.727220948090484,1.6817585740137264,1.4872702784598928,0.8754687373538999,0.5877866649021191,0.6729444732424258,0.4916428043492167,20
0.3328944152733289,1.1233049012584813,1.62924053973028,0.9162907318741552,1.749199854809259,0.3238934544143528,0.6703901934373291,42
1.0647107369924282,0.5068176023684519,1.5206066987274849,0.4977403842173352,1.0024684281152074,0.4317824164255378,0.4478858239921165,10
1.589235205116581,1.7001922757025645,0.9262410627273232,0.7537718023763802,0.7654678421395714,0.4558413154332312,0.4605844073292439,16
0.8219800524029137,0.5766133643039938,1.7316555451583495,1.7360705633674662,0.2151113796169455,0.7677907235557111,0.4446858212614457,8
1.170932950247736,1.7092832474038169,1.667706820558076,1.2809338454620642,0.5596157879354227,0.795252403497099,0.1257512053055603,7
1.1314021114911006,0.8544153281560676,0.6906440503418267,1.6863989535702288,0.965080896043587,0.8415671856782186,0.6830968447064438,8
1.7182923173461826,0.4317824164255378,0.4317824164255378,1.55814461804655,0.7055697005585024,0.6056811547786695,0.6575200029167942,28
0.4054651081081644,0.3681093215643954,0.0324671901375014,0.8754687373538999,1.01160091167848,0.3346849260471172,0.2963940130538024,4
1.791759469228055,0.6471032420585385,0.0582689081239757,0.0,0.7537718023763802,0.1066097350582582,0.3364722366212129,0
1.5314763709643886,0.3184537311185346,0.4510756193602167,0.521765563804325,0.6523251860396903,0.0,0.2468600779315258,1
0.3611648492115844,0.688134638736401,0.023716526617316,0.0,1.3480731482996928,0.3869616365436047,0.4317824164255378,0
1.3862943611198906,0.2963940130538024,0.9555114450274363,1.3015531326648,0.3954147722546629,0.5681506903852601,0.1864795669426183,0
0.6205764877251099,0.4478858239921165,0.6043159668533296,0.7884573603642702,0.6232610530957788,0.371563556432483,0.1380212978973746,1
0.7997569156182036,0.3750059006234558,0.178146185383474,0.6286086594223741,0.9360933591703348,0.7712649598238974,0.3148107398400335,2
0.7178397931503169,0.2191355299166709,0.3506568716131693,0.9745596399981308,0.6097655716208943,0.5723909794241455,0.2507587183471831,0
0.5247285289349821,0.1578580846155803,0.4700036292457355,0.0,1.01160091167848,0.9162907318741552,0.3257001396393018,0
0.965080896043587,0.0,1.259880436264232,0.1177830356563834,0.4762341789963716,0.661398482245365,0.2390169004704999,0
0.0227394869694894,0.6339278208999741,0.0,0.0,1.653454797850875,0.7359671777428735,0.4510756193602167,0
0.9262410627273232,0.6754922453212245,0.0,0.0,1.01160091167848,0.4885800148186709,0.3681093215643954,0
0.7997569156182036,0.7419373447293773,0.5247285289349821,0.0217614917815126,0.9360933591703348,0.5068176023684519,0.1988508587451652,0
1.552867560945706,0.3886579897917831,0.7178397931503169,0.688134638736401,0.7055697005585024,0.645793484176475,0.17898265552844,1
0.5567545556543905,0.412109650826833,0.0889262091944015,0.0,1.33500106673234,0.6299411046561527,0.1988508587451652,0
1.5633939739326936,0.4446858212614457,0.1806534996932576,0.0,0.6418538861723948,0.6015799870344548,0.0713899960866729,0
0.4731237565819792,0.2738366656297278,0.0,0.0089597413714719,1.55814461804655,0.2460785225967056,0.3328944152733289,0
