decanoic acid_Concentration (mM),decanoate_Concentration (mM),decylamine_Concentration (mM),decyl trimethylamine_Concentration (mM),decylsulfate_Concentration (mM),decanol_Concentration (mM),monocaprin_Concentration (mM),num_vesicles
0.3784364357202451,0.35065687161316933,0.6906440503418267,0.6729444732424258,0.6652619770704096,0.26236426446749106,0.5850050219402422,0
0.596085467716814,0.5423242908253617,0.6232610530957788,0.6124792774924905,0.6549259677397475,0.1731126177086447,0.20294084399669032,0
0.6178846960593984,0.33647223662121295,0.688134638736401,0.6575200029167942,0.6070444815065336,0.22234323114344062,0.4510756193602167,0
0.5423242908253617,0.4414755456311975,0.43178241642553783,0.5877866649021191,0.6286086594223741,0.11332868530700317,0.521765563804325,0
0.5794184152316024,0.04305948946044697,0.6418538861723948,0.6286086594223741,0.5766133643039938,0.05401458830623825,0.6205764877251099,0
0.5394130806179033,0.6931471805599453,0.4478858239921165,0.6523251860396903,0.4762341789963716,0.11733849241723332,0.6830968447064438,0
0.5766133643039938,0.3074846997479606,0.6392188385343897,0.6259384308664953,0.6232610530957788,0.2963940130538024,0.6805683983530851,0
0.4731237565819792,0.5681506903852601,0.2889312918522129,0.6232610530957788,0.6780335427498971,0.23901690047049992,0.5794184152316024,0
0.4382549309311553,0.6471032420585385,0.5128236264286637,0.46058440732924394,0.6471032420585385,0.05259245011917058,0.6339278208999741,0
0.3852624007906449,0.29266961396282004,0.5822156198526637,0.6906440503418267,0.6259384308664953,0.02810143011087471,0.35417181372061385,0
0.37500590062345585,0.5481214085096876,0.43502391034970883,0.6652619770704096,0.5335651107354801,0.025180298530298247,0.6549259677397475,0
0.6232610530957788,0.5567545556543905,0.4252677354043441,0.6444820085786643,0.6856189141391538,0.41706424395151626,0.49774038421733524,0
0.6678293725756554,0.5423242908253617,0.6497176226326093,0.6906440503418267,0.408792898200839,0.04831386027855053,0.5276827408324135,0
0.688134638736401,0.521765563804325,0.6232610530957788,0.6652619770704096,0.5794184152316024,0.3767226392425104,0.5653138090500605,0
0.5905605917848443,0.5822156198526637,0.688134638736401,0.521765563804325,0.6259384308664953,0.08617769624105233,0.31115442863692305,0
0.4285303810391605,0.4054651081081644,0.6703901934373291,0.6601073264817452,0.5933268452777344,0.15529288440603523,0.5850050219402422,0
0.688134638736401,0.2776317365982795,0.2151113796169455,0.6339278208999741,0.5933268452777344,0.06672363204290807,0.6312717768418579,0
0.5905605917848443,0.23111172096338664,0.5394130806179033,0.6043159668533296,0.6906440503418267,0.06672363204290807,0.23111172096338664,0
0.5481214085096876,0.22314355131420976,0.5933268452777344,0.4574248470388754,0.6678293725756554,0.06250520535139702,0.6601073264817452,0
0.5822156198526637,0.04305948946044697,0.6703901934373291,0.6652619770704096,0.6312717768418579,0.0820407103362095,0.3954147722546629,0
0.6856189141391538,0.6339278208999741,0.37500590062345585,0.6339278208999741,0.5877866649021191,0.3293037471426004,0.596085467716814,0
0.47933495667461984,0.6151856390902335,0.33289441527332897,0.49774038421733524,0.6856189141391538,0.09848694671465404,0.5822156198526637,0
0.5364933705145685,0.5452270504833231,0.412109650826833,0.6601073264817452,0.5007752879124893,0.02664193094642118,0.5794184152316024,0
0.46058440732924394,0.5653138090500605,0.3954147722546629,0.5877866649021191,0.6286086594223741,0.1501426584297195,0.6286086594223741,0
0.5681506903852601,0.3784364357202451,0.32570013963930183,0.6339278208999741,0.6286086594223741,0.05259245011917058,0.41871033485818504,0
0.6626879730752367,0.4824261492442927,0.41871033485818504,0.5187937934151676,0.6626879730752367,0.27383666562972786,0.6626879730752367,0
0.4252677354043441,0.6097655716208943,0.44468582126144574,0.521765563804325,0.6652619770704096,0.04258044753511839,0.4824261492442927,0
0.5933268452777344,0.6856189141391538,0.5738004229273791,0.43178241642553783,0.6418538861723948,0.19433246946009014,0.6523251860396903,0
0.5481214085096876,0.1283932147683989,0.35417181372061385,0.6523251860396903,0.598836501088704,0.033918218203460575,0.6205764877251099,0
0.5624688569178291,0.07696104113612832,0.5766133643039938,0.5850050219402422,0.6259384308664953,0.05968300216117364,0.5877866649021191,0
0.5681506903852601,0.5510074133988225,0.4382549309311553,0.6856189141391538,0.6780335427498971,0.5113254988076417,0.6549259677397475,0
0.40212620684264977,0.30010459245033805,0.6678293725756554,0.5567545556543905,0.6626879730752367,0.10930273489045016,0.6124792774924905,0
0.5364933705145685,0.6549259677397475,0.5364933705145685,0.6549259677397475,0.6286086594223741,0.2588967210200276,0.36810932156439546,0
0.36810932156439546,0.4285303810391605,0.6392188385343897,0.6754922453212245,0.6339278208999741,0.26236426446749106,0.6626879730752367,0
0.6601073264817452,0.6549259677397475,0.6830968447064438,0.6418538861723948,0.596085467716814,0.4510756193602167,0.5877866649021191,0
